Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
18-07-2024 11:48,11:48:00,CNR9836092184,Success,CID470288,Prime SUV,Peenya,Basavanagudi,294,105,null,null,Yes,Customer Demand,672,Cash,48,4.5,4.3,#NAME?
02-07-2024 12:53,12:53:00,CNR3337526845,Canceled by Driver,CID636593,Prime Plus,Cox Town,Nagarbhavi,null,null,null,Customer related issue,null,null,516,null,0,null,null,#NAME?
08-07-2024 01:21,01:21:00,CNR6478962310,Driver Not Found,CID621612,Prime Plus,Sarjapur Road,Vijayanagar,null,null,null,null,null,null,1246,null,0,null,null,#NAME?
22-07-2024 06:20,06:20:00,CNR4740656623,Success,CID349921,Mini,Hulimavu,Ulsoor,273,95,null,null,No,null,241,Cash,1,3.8,3.5,#NAME?
20-07-2024 05:32,05:32:00,CNR3658268348,Success,CID633050,Auto,Ramamurthy Nagar,MG Road,56,30,null,null,No,null,554,Cash,3,4.3,4.4,#NAME?
13-07-2024 04:18,04:18:00,CNR5267843854,Success,CID883210,Mini,Rajarajeshwari Nagar,MG Road,161,95,null,null,No,null,164,UPI,24,4.3,3.5,#NAME?
23-07-2024 02:03,02:03:00,CNR6989495571,Success,CID119206,eBike,Langford Town,Rajajinagar,161,130,null,null,No,null,2256,UPI,31,3.9,4.3,#NAME?
01-07-2024 19:35,19:35:00,CNR1215296700,Canceled by Customer,CID739831,Prime Plus,HSR Layout,Marathahalli,null,null,Driver is not moving towards pickup location,null,null,null,177,null,0,null,null,#NAME?
19-07-2024 13:23,13:23:00,CNR6663740614,Success,CID833454,Mini,Frazer Town,Bellandur,119,65,null,null,No,null,1642,UPI,41,3.4,4.8,#NAME?
14-07-2024 17:14,17:14:00,CNR4528847988,Success,CID936511,Prime Sedan,Indiranagar,Devanahalli,126,55,null,null,No,null,418,UPI,44,3.8,3.8,#NAME?
04-07-2024 03:39,03:39:00,CNR7420759772,Success,CID985584,Bike,Varthur,Hennur,154,40,null,null,No,null,194,Credit Card,22,4.5,4.5,#NAME?
27-07-2024 06:14,06:14:00,CNR4680227774,Success,CID654991,Prime SUV,Vijayanagar,Shivajinagar,245,55,null,null,No,null,1085,Cash,19,4.7,4.1,#NAME?
19-07-2024 23:53,23:53:00,CNR3547674881,Success,CID641888,Prime SUV,Sahakar Nagar,Rajajinagar,91,30,null,null,No,null,148,Cash,46,3.5,5,#NAME?
14-07-2024 20:52,20:52:00,CNR7359273652,Success,CID302004,Prime Plus,Padmanabhanagar,Shivajinagar,119,115,null,null,No,null,738,Cash,25,3.6,3.3,#NAME?
30-07-2024 21:01,21:01:00,CNR3746210695,Success,CID965987,Bike,Tumkur Road,Vijayanagar,294,120,null,null,No,null,731,Cash,13,3.9,3.7,#NAME?
22-07-2024 10:16,10:16:00,CNR7672199668,Success,CID963901,Mini,Koramangala,Banashankari,238,45,null,null,No,null,223,Cash,23,4.8,4.5,#NAME?
03-07-2024 04:20,04:20:00,CNR9546453285,Canceled by Customer,CID582485,Mini,Tumkur Road,Majestic,null,null,Driver asked to cancel,null,null,null,1084,null,0,null,null,#NAME?
29-07-2024 19:39,19:39:00,CNR7222571986,Driver Not Found,CID447180,eBike,Chamarajpet,Indiranagar,null,null,null,null,null,null,464,null,0,null,null,#NAME?
26-07-2024 08:08,08:08:00,CNR5024311704,Driver Not Found,CID520417,Prime SUV,Hosur Road,Kadugodi,null,null,null,null,null,null,698,null,0,null,null,#NAME?
02-07-2024 08:44,08:44:00,CNR8169596311,Success,CID636104,Bike,BTM Layout,Shantinagar,301,80,null,null,No,null,190,Credit Card,35,4.8,3.8,#NAME?
03-07-2024 04:47,04:47:00,CNR4990733314,Driver Not Found,CID805970,Prime Sedan,Kengeri,Magadi Road,null,null,null,null,null,null,541,null,0,null,null,#NAME?
14-07-2024 11:35,11:35:00,CNR5578200429,Success,CID374274,Mini,Electronic City,Kadugodi,189,75,null,null,Yes,Customer Demand,125,Cash,11,3.4,3.6,#NAME?
04-07-2024 05:01,05:01:00,CNR5349941675,Success,CID167280,Bike,HSR Layout,RT Nagar,245,80,null,null,No,null,169,Credit Card,12,3.8,4.6,#NAME?
27-07-2024 12:08,12:08:00,CNR8427362099,Success,CID489235,Mini,HSR Layout,Shantinagar,196,55,null,null,No,null,483,Cash,20,4.5,3.7,#NAME?
15-07-2024 23:25,23:25:00,CNR5980633148,Success,CID717018,Prime SUV,Magadi Road,Shantinagar,168,110,null,null,No,null,1806,UPI,20,3,3.7,#NAME?
06-07-2024 03:37,03:37:00,CNR5688619552,Success,CID863478,Mini,Bannerghatta Road,Basavanagudi,35,90,null,null,No,null,314,Cash,15,4.8,3.3,#NAME?
23-07-2024 16:17,16:17:00,CNR4563728738,Success,CID615515,Mini,Langford Town,Chickpet,287,125,null,null,No,null,496,UPI,10,4.7,3.3,#NAME?
17-07-2024 16:50,16:50:00,CNR3589071213,Success,CID371692,Mini,Rajarajeshwari Nagar,Marathahalli,308,125,null,null,No,null,429,Cash,1,3.4,4.7,#NAME?
30-07-2024 06:03,06:03:00,CNR1737779680,Canceled by Driver,CID584722,Mini,Sahakar Nagar,Hennur,null,null,null,Personal & Car related issue,null,null,2030,null,0,null,null,#NAME?
04-07-2024 18:29,18:29:00,CNR4978786386,Success,CID535786,Bike,Kammanahalli,Varthur,238,75,null,null,No,null,154,Cash,10,3.6,4.1,#NAME?
29-07-2024 05:04,05:04:00,CNR1299330098,Success,CID397377,Auto,KR Puram,Yeshwanthpur,91,95,null,null,No,null,451,UPI,13,3.6,3.1,#NAME?
23-07-2024 13:13,13:13:00,CNR7768553468,Success,CID400613,eBike,Nagarbhavi,Vijayanagar,154,40,null,null,No,null,318,Cash,46,3.8,3.9,#NAME?
08-07-2024 07:21,07:21:00,CNR7849239966,Success,CID148227,Prime Plus,Hosur Road,Yelahanka,42,90,null,null,No,null,212,Cash,49,4.9,3.6,#NAME?
07-07-2024 11:33,11:33:00,CNR8266439781,Success,CID301162,Prime Sedan,Cox Town,Ulsoor,35,35,null,null,No,null,210,Cash,13,4.7,3.6,#NAME?
29-07-2024 06:49,06:49:00,CNR7009223758,Success,CID727470,Prime Plus,Nagarbhavi,HSR Layout,266,90,null,null,No,null,774,Cash,43,3.8,4.9,#NAME?
03-07-2024 05:30,05:30:00,CNR7392484753,Success,CID844362,Bike,Cox Town,KR Puram,231,80,null,null,No,null,479,UPI,26,4.2,4.5,#NAME?
20-07-2024 12:04,12:04:00,CNR2722278169,Canceled by Customer,CID730376,Bike,Frazer Town,Tumkur Road,null,null,Driver is not moving towards pickup location,null,null,null,381,null,0,null,null,#NAME?
28-07-2024 15:18,15:18:00,CNR3635653182,Success,CID920316,Bike,Basavanagudi,Sahakar Nagar,252,105,null,null,No,null,575,UPI,21,4.5,3.2,#NAME?
24-07-2024 23:02,23:02:00,CNR1129266035,Success,CID163810,Prime Plus,HSR Layout,Richmond Town,63,125,null,null,No,null,247,UPI,17,3.3,4,#NAME?
02-07-2024 05:16,05:16:00,CNR6456628850,Canceled by Driver,CID884651,Mini,Cox Town,Sahakar Nagar,null,null,null,Personal & Car related issue,null,null,379,null,0,null,null,#NAME?
26-07-2024 00:52,00:52:00,CNR3350676400,Success,CID225841,Mini,Rajajinagar,Yeshwanthpur,294,135,null,null,No,null,252,UPI,38,4.1,4.7,#NAME?
22-07-2024 06:16,06:16:00,CNR7027253562,Driver Not Found,CID417695,Prime SUV,Basavanagudi,BTM Layout,null,null,null,null,null,null,247,null,0,null,null,#NAME?
09-07-2024 07:33,07:33:00,CNR4621791572,Canceled by Customer,CID120357,Bike,Shantinagar,Tumkur Road,null,null,Driver is not moving towards pickup location,null,null,null,306,null,0,null,null,#NAME?
06-07-2024 03:47,03:47:00,CNR2207841588,Success,CID483715,eBike,Yelahanka,MG Road,203,135,null,null,No,null,368,Cash,21,4.2,3.4,#NAME?
15-07-2024 01:46,01:46:00,CNR1873386426,Success,CID612569,Prime SUV,RT Nagar,KR Puram,189,55,null,null,Yes,Customer Demand,769,UPI,29,4.5,4,#NAME?
28-07-2024 18:41,18:41:00,CNR9724491489,Success,CID811709,Mini,Basavanagudi,Cox Town,175,115,null,null,No,null,1090,UPI,23,4.9,3,#NAME?
20-07-2024 18:16,18:16:00,CNR9955810935,Canceled by Customer,CID678127,Auto,Chamarajpet,Koramangala,null,null,Driver asked to cancel,null,null,null,166,null,0,null,null,#NAME?
19-07-2024 14:51,14:51:00,CNR8377681643,Canceled by Driver,CID959093,Mini,Varthur,HSR Layout,null,null,null,Customer related issue,null,null,753,null,0,null,null,#NAME?
09-07-2024 09:21,09:21:00,CNR8821000888,Canceled by Driver,CID833100,Auto,MG Road,Kammanahalli,null,null,null,Personal & Car related issue,null,null,671,null,0,null,null,#NAME?
07-07-2024 18:51,18:51:00,CNR5710591765,Success,CID711163,Prime Sedan,RT Nagar,Peenya,182,35,null,null,No,null,824,Cash,43,4.4,4.2,#NAME?
21-07-2024 04:30,04:30:00,CNR4979588961,Canceled by Customer,CID481610,Bike,Kadugodi,Yeshwanthpur,null,null,Driver asked to cancel,null,null,null,506,null,0,null,null,#NAME?
15-07-2024 07:40,07:40:00,CNR6712679410,Success,CID554949,Bike,Hennur,HSR Layout,140,35,null,null,No,null,197,UPI,26,4.1,3.9,#NAME?
05-07-2024 12:42,12:42:00,CNR8567987145,Driver Not Found,CID957015,Auto,Yeshwanthpur,Electronic City,null,null,null,null,null,null,205,null,0,null,null,#NAME?
18-07-2024 12:11,12:11:00,CNR3981399789,Success,CID108073,Mini,Kengeri,Shantinagar,259,70,null,null,No,null,312,UPI,45,3.9,3,#NAME?
16-07-2024 21:50,21:50:00,CNR8328849775,Success,CID735816,Mini,Bellandur,Hennur,238,50,null,null,No,null,132,UPI,40,3.5,3.9,#NAME?
22-07-2024 05:41,05:41:00,CNR5818771484,Success,CID441037,Prime SUV,Nagarbhavi,Padmanabhanagar,140,70,null,null,No,null,230,UPI,13,3.7,4.8,#NAME?
26-07-2024 04:51,04:51:00,CNR9428462234,Success,CID361222,Prime Plus,Chamarajpet,Rajarajeshwari Nagar,35,125,null,null,No,null,696,Credit Card,33,4.9,4,#NAME?
15-07-2024 11:18,11:18:00,CNR9312079922,Success,CID775080,eBike,Marathahalli,Langford Town,119,35,null,null,No,null,223,UPI,33,3.3,4.6,#NAME?
23-07-2024 20:27,20:27:00,CNR4159990632,Success,CID805309,Auto,Hosur Road,Kadugodi,91,45,null,null,No,null,101,Cash,3,4.9,4.5,#NAME?
18-07-2024 11:07,11:07:00,CNR5373989663,Success,CID563942,Prime Plus,Kengeri,Shantinagar,119,145,null,null,Yes,Vehicle Breakdown,472,Cash,37,3.4,3,#NAME?
12-07-2024 02:48,02:48:00,CNR4868185514,Canceled by Driver,CID295360,Prime SUV,Cox Town,Varthur,null,null,null,More than permitted people in there,null,null,108,null,0,null,null,#NAME?
25-07-2024 21:46,21:46:00,CNR7944645631,Success,CID858330,Mini,Vijayanagar,Koramangala,245,145,null,null,No,null,228,Cash,17,3.9,3.7,#NAME?
06-07-2024 18:04,18:04:00,CNR1074910093,Canceled by Customer,CID663284,Prime Plus,Koramangala,Bellandur,null,null,Driver asked to cancel,null,null,null,372,null,0,null,null,#NAME?
13-07-2024 15:51,15:51:00,CNR6486917856,Success,CID586916,Bike,Yelahanka,Richmond Town,287,55,null,null,No,null,176,Cash,21,3.9,3.5,#NAME?
12-07-2024 10:56,10:56:00,CNR5252823824,Success,CID955223,Auto,Hebbal,Magadi Road,252,135,null,null,No,null,171,Cash,9,4.8,3.2,#NAME?
10-07-2024 21:57,21:57:00,CNR5668761398,Success,CID609174,eBike,JP Nagar,JP Nagar,84,30,null,null,No,null,247,Cash,35,4.7,3.4,#NAME?
03-07-2024 13:05,13:05:00,CNR8107212916,Success,CID921978,Auto,Vijayanagar,JP Nagar,266,40,null,null,No,null,290,UPI,11,3.8,4.9,#NAME?
19-07-2024 13:14,13:14:00,CNR8857987435,Success,CID601674,eBike,BTM Layout,Hosur Road,294,25,null,null,No,null,142,UPI,26,3,5,#NAME?
01-07-2024 20:40,20:40:00,CNR3056717048,Success,CID687425,Prime Sedan,Ulsoor,RT Nagar,154,60,null,null,No,null,431,UPI,28,4.3,4.2,#NAME?
08-07-2024 19:17,19:17:00,CNR3884389892,Driver Not Found,CID199889,Prime SUV,Indiranagar,KR Puram,null,null,null,null,null,null,163,null,0,null,null,#NAME?
10-07-2024 17:57,17:57:00,CNR7744279245,Success,CID416651,Auto,Rajajinagar,Malleshwaram,168,50,null,null,No,null,329,UPI,16,3.2,4.1,#NAME?
23-07-2024 00:11,00:11:00,CNR4755915494,Driver Not Found,CID474191,Prime SUV,Chickpet,RT Nagar,null,null,null,null,null,null,214,null,0,null,null,#NAME?
05-07-2024 11:43,11:43:00,CNR4081387109,Success,CID712444,Bike,Hulimavu,Majestic,147,140,null,null,No,null,367,Cash,3,4.5,4.1,#NAME?
01-07-2024 14:08,14:08:00,CNR1318227358,Driver Not Found,CID284639,Bike,Cox Town,Chamarajpet,null,null,null,null,null,null,2804,null,0,null,null,#NAME?
21-07-2024 09:36,09:36:00,CNR6837723961,Driver Not Found,CID824657,Mini,Cox Town,Chamarajpet,null,null,null,null,null,null,301,null,0,null,null,#NAME?
20-07-2024 20:40,20:40:00,CNR5608981566,Canceled by Customer,CID517182,eBike,Hennur,Bannerghatta Road,null,null,Driver is not moving towards pickup location,null,null,null,113,null,0,null,null,#NAME?
23-07-2024 00:55,00:55:00,CNR2986109861,Success,CID666855,Bike,MG Road,Rajarajeshwari Nagar,91,25,null,null,Yes,Vehicle Breakdown,497,Cash,23,4.3,3.9,#NAME?
18-07-2024 00:00,00:00:00,CNR6581451423,Success,CID476481,Prime Plus,Sarjapur Road,Padmanabhanagar,56,140,null,null,No,null,431,Cash,27,3.7,4.2,#NAME?
23-07-2024 00:43,00:43:00,CNR5740784539,Driver Not Found,CID590415,Mini,Malleshwaram,Rajarajeshwari Nagar,null,null,null,null,null,null,271,null,0,null,null,#NAME?
17-07-2024 20:50,20:50:00,CNR2878423009,Canceled by Driver,CID292254,Mini,BTM Layout,MG Road,null,null,null,More than permitted people in there,null,null,474,null,0,null,null,#NAME?
05-07-2024 03:56,03:56:00,CNR4356083102,Driver Not Found,CID462952,Mini,Devanahalli,Ulsoor,null,null,null,null,null,null,390,null,0,null,null,#NAME?
12-07-2024 11:32,11:32:00,CNR6995259375,Driver Not Found,CID310955,Mini,Frazer Town,Majestic,null,null,null,null,null,null,144,null,0,null,null,#NAME?
20-07-2024 13:42,13:42:00,CNR6172824075,Canceled by Driver,CID717434,Prime SUV,Magadi Road,Bannerghatta Road,null,null,null,Personal & Car related issue,null,null,230,null,0,null,null,#NAME?
01-07-2024 17:32,17:32:00,CNR4355915231,Success,CID704744,Bike,JP Nagar,Frazer Town,266,135,null,null,No,null,133,UPI,1,4,4.8,#NAME?
02-07-2024 17:19,17:19:00,CNR4480328835,Success,CID111921,Prime Plus,Shantinagar,Cox Town,294,45,null,null,Yes,Vehicle Breakdown,1078,Cash,23,3.3,3.3,#NAME?
11-07-2024 16:53,16:53:00,CNR8161292505,Success,CID370139,eBike,Vijayanagar,Padmanabhanagar,147,120,null,null,No,null,288,Cash,37,3.9,3.2,#NAME?
30-07-2024 03:46,03:46:00,CNR4215038339,Driver Not Found,CID205346,Prime SUV,RT Nagar,Banashankari,null,null,null,null,null,null,293,null,0,null,null,#NAME?
26-07-2024 03:25,03:25:00,CNR1563717389,Success,CID474923,Prime SUV,Electronic City,Electronic City,189,25,null,null,No,null,357,UPI,44,4,3.1,#NAME?
24-07-2024 08:27,08:27:00,CNR9909128718,Success,CID820470,Auto,Kadugodi,Ulsoor,147,65,null,null,No,null,358,UPI,17,3.8,3.5,#NAME?
11-07-2024 14:03,14:03:00,CNR7912312372,Success,CID418574,eBike,Cox Town,Ramamurthy Nagar,196,135,null,null,No,null,464,Credit Card,1,3.3,5,#NAME?
14-07-2024 02:25,02:25:00,CNR4372834530,Success,CID491924,Mini,Tumkur Road,Hebbal,252,140,null,null,No,null,115,Cash,29,4.4,5,#NAME?
24-07-2024 13:23,13:23:00,CNR8849470969,Success,CID829364,Bike,Koramangala,Cox Town,266,115,null,null,No,null,343,UPI,43,3.4,3.5,#NAME?
23-07-2024 23:32,23:32:00,CNR1562836266,Success,CID606360,Prime Plus,Kengeri,Kammanahalli,91,60,null,null,No,null,739,Cash,5,4.1,4.5,#NAME?
20-07-2024 19:26,19:26:00,CNR8100614526,Canceled by Driver,CID857403,Mini,BTM Layout,Hulimavu,null,null,null,Personal & Car related issue,null,null,838,null,0,null,null,#NAME?
03-07-2024 17:35,17:35:00,CNR3929279971,Canceled by Customer,CID158062,Prime SUV,Richmond Town,Chamarajpet,null,null,Driver is not moving towards pickup location,null,null,null,117,null,0,null,null,#NAME?
29-07-2024 11:11,11:11:00,CNR8928850037,Success,CID613969,Prime Sedan,KR Puram,Majestic,84,130,null,null,No,null,214,Cash,39,4,3.1,#NAME?
28-07-2024 12:47,12:47:00,CNR8536766202,Canceled by Driver,CID338263,Prime Sedan,Jayanagar,Langford Town,null,null,null,Customer related issue,null,null,143,null,0,null,null,#NAME?
06-07-2024 04:52,04:52:00,CNR7815199474,Canceled by Customer,CID970207,Prime Plus,Vijayanagar,Hebbal,null,null,Driver is not moving towards pickup location,null,null,null,255,null,0,null,null,#NAME?
20-07-2024 00:25,00:25:00,CNR9936238902,Driver Not Found,CID781224,Prime Plus,MG Road,Malleshwaram,null,null,null,null,null,null,251,null,0,null,null,#NAME?
08-07-2024 09:05,09:05:00,CNR2116588732,Success,CID610472,Mini,Tumkur Road,Varthur,175,70,null,null,No,null,275,UPI,43,3.1,3,#NAME?
29-07-2024 20:08,20:08:00,CNR2758668215,Canceled by Driver,CID652172,Prime Plus,Langford Town,Mysore Road,null,null,null,Customer was coughing/sick,null,null,979,null,0,null,null,#NAME?
18-07-2024 12:57,12:57:00,CNR9339638016,Success,CID151010,eBike,Bannerghatta Road,Ramamurthy Nagar,231,95,null,null,No,null,199,UPI,35,4.8,4,#NAME?
28-07-2024 18:57,18:57:00,CNR8503169272,Success,CID573342,Auto,Nagarbhavi,Rajarajeshwari Nagar,301,60,null,null,No,null,103,UPI,1,4.5,4,#NAME?
08-07-2024 14:53,14:53:00,CNR8767110726,Success,CID846430,Prime SUV,Cox Town,Marathahalli,42,65,null,null,No,null,172,Cash,2,4.4,4,#NAME?
25-07-2024 04:05,04:05:00,CNR8048459750,Canceled by Driver,CID313639,Prime Sedan,Jayanagar,MG Road,null,null,null,Personal & Car related issue,null,null,453,null,0,null,null,#NAME?
30-07-2024 23:48,23:48:00,CNR8727975392,Success,CID363419,Prime Sedan,KR Puram,Rajajinagar,161,25,null,null,No,null,1901,UPI,4,4,3.1,#NAME?
04-07-2024 13:08,13:08:00,CNR1444804461,Driver Not Found,CID162210,Bike,Magadi Road,Sahakar Nagar,null,null,null,null,null,null,936,null,0,null,null,#NAME?
01-07-2024 14:26,14:26:00,CNR8919912183,Success,CID663938,Prime Plus,JP Nagar,Yelahanka,154,35,null,null,No,null,188,Cash,45,4.4,3.3,#NAME?
10-07-2024 10:29,10:29:00,CNR1013857767,Success,CID150244,Auto,Peenya,Yeshwanthpur,175,65,null,null,No,null,155,UPI,19,4.8,4.4,#NAME?
13-07-2024 15:09,15:09:00,CNR5378738572,Success,CID909415,Bike,Tumkur Road,JP Nagar,84,110,null,null,No,null,795,Cash,5,5,3.3,#NAME?
25-07-2024 05:10,05:10:00,CNR9750977837,Driver Not Found,CID375804,Prime Plus,Devanahalli,Shantinagar,null,null,null,null,null,null,184,null,0,null,null,#NAME?
25-07-2024 02:08,02:08:00,CNR2825151997,Success,CID131051,Prime SUV,Yeshwanthpur,Indiranagar,175,35,null,null,No,null,462,UPI,8,4.5,3.9,#NAME?
08-07-2024 15:19,15:19:00,CNR5671815574,Success,CID322425,Auto,Hosur Road,Hennur,70,130,null,null,No,null,290,Cash,10,4.2,4.2,#NAME?
17-07-2024 04:03,04:03:00,CNR5042237038,Success,CID299930,eBike,Yeshwanthpur,Langford Town,77,110,null,null,No,null,109,UPI,43,4.3,3.6,#NAME?
06-07-2024 20:34,20:34:00,CNR7081595281,Success,CID908231,Bike,HSR Layout,Hennur,154,125,null,null,No,null,585,Debit Card,16,3.6,4.4,#NAME?
30-07-2024 23:07,23:07:00,CNR6496738301,Success,CID552467,Auto,Sarjapur Road,Yeshwanthpur,42,130,null,null,No,null,464,UPI,19,3.9,3.8,#NAME?
12-07-2024 16:43,16:43:00,CNR2708702694,Success,CID723397,Prime Plus,Peenya,Sahakar Nagar,259,70,null,null,No,null,2858,UPI,36,3.1,4.6,#NAME?
24-07-2024 11:16,11:16:00,CNR9616576509,Success,CID455314,Prime Sedan,Varthur,HSR Layout,203,110,null,null,No,null,136,Cash,3,4.2,3.3,#NAME?
11-07-2024 22:43,22:43:00,CNR8030544455,Success,CID474759,Prime Sedan,Frazer Town,Langford Town,42,125,null,null,No,null,401,Cash,14,4.5,3.7,#NAME?
22-07-2024 07:38,07:38:00,CNR9900597701,Driver Not Found,CID795172,Auto,Marathahalli,Devanahalli,null,null,null,null,null,null,238,null,0,null,null,#NAME?
28-07-2024 19:19,19:19:00,CNR3852287894,Canceled by Customer,CID275313,Prime SUV,Devanahalli,MG Road,null,null,Driver is not moving towards pickup location,null,null,null,653,null,0,null,null,#NAME?
13-07-2024 17:14,17:14:00,CNR7614940323,Success,CID747901,Auto,Chamarajpet,Devanahalli,42,30,null,null,No,null,166,Cash,18,3.9,3.2,#NAME?
20-07-2024 22:40,22:40:00,CNR3412349062,Success,CID335623,Mini,Devanahalli,RT Nagar,49,95,null,null,No,null,953,UPI,6,3.4,4.5,#NAME?
18-07-2024 11:09,11:09:00,CNR3725040313,Success,CID939840,eBike,Yeshwanthpur,Yeshwanthpur,203,145,null,null,No,null,252,Cash,28,4.8,4.1,#NAME?
14-07-2024 06:26,06:26:00,CNR4418402530,Success,CID749787,Prime Plus,Bellandur,HSR Layout,98,95,null,null,No,null,337,UPI,43,3.2,4.5,#NAME?
04-07-2024 21:04,21:04:00,CNR7220785949,Success,CID336549,Bike,Vijayanagar,Cox Town,140,105,null,null,No,null,481,UPI,8,4.8,3.4,#NAME?
18-07-2024 04:39,04:39:00,CNR2650534080,Success,CID197154,Prime Sedan,Padmanabhanagar,Shantinagar,252,115,null,null,No,null,314,Cash,5,4,3.1,#NAME?
01-07-2024 18:05,18:05:00,CNR5913566809,Canceled by Customer,CID286203,Mini,Jayanagar,Majestic,null,null,Driver is not moving towards pickup location,null,null,null,146,null,0,null,null,#NAME?
27-07-2024 17:51,17:51:00,CNR7821319221,Canceled by Driver,CID204986,Bike,HSR Layout,Marathahalli,null,null,null,Customer related issue,null,null,281,null,0,null,null,#NAME?
07-07-2024 23:49,23:49:00,CNR9749589902,Canceled by Customer,CID146477,Bike,Yeshwanthpur,Kadugodi,null,null,Driver is not moving towards pickup location,null,null,null,2337,null,0,null,null,#NAME?
27-07-2024 11:18,11:18:00,CNR9147278428,Canceled by Driver,CID346536,Mini,Banashankari,Richmond Town,null,null,null,Customer related issue,null,null,170,null,0,null,null,#NAME?
19-07-2024 07:47,07:47:00,CNR3378997289,Success,CID606697,Prime SUV,BTM Layout,BTM Layout,154,90,null,null,No,null,792,Cash,34,3.4,4.7,#NAME?
12-07-2024 09:31,09:31:00,CNR3312843902,Success,CID387059,Bike,Rajarajeshwari Nagar,Electronic City,84,145,null,null,No,null,606,Cash,14,4.2,4.6,#NAME?
08-07-2024 07:24,07:24:00,CNR8422569640,Success,CID467086,Auto,Sarjapur Road,KR Puram,224,40,null,null,No,null,233,Cash,3,4.3,3.1,#NAME?
01-07-2024 14:36,14:36:00,CNR7214861580,Canceled by Driver,CID825598,Auto,Majestic,MG Road,null,null,null,Personal & Car related issue,null,null,672,null,0,null,null,#NAME?
12-07-2024 04:25,04:25:00,CNR7716303793,Success,CID862164,Prime Plus,Hulimavu,Bellandur,77,125,null,null,No,null,1397,UPI,37,3.3,4.3,#NAME?
25-07-2024 12:44,12:44:00,CNR3380692832,Success,CID321984,Bike,Majestic,Ramamurthy Nagar,35,85,null,null,No,null,322,Cash,5,4,4.9,#NAME?
02-07-2024 01:21,01:21:00,CNR3548077398,Success,CID669433,Prime Plus,BTM Layout,Majestic,301,95,null,null,No,null,182,Cash,17,4.7,3.1,#NAME?
13-07-2024 12:28,12:28:00,CNR5730623619,Driver Not Found,CID922680,Prime Sedan,Cox Town,KR Puram,null,null,null,null,null,null,1171,null,0,null,null,#NAME?
14-07-2024 09:25,09:25:00,CNR4083575162,Canceled by Driver,CID289533,eBike,Yeshwanthpur,Electronic City,null,null,null,Customer related issue,null,null,424,null,0,null,null,#NAME?
17-07-2024 04:44,04:44:00,CNR5413329615,Success,CID645437,Mini,Richmond Town,Varthur,161,50,null,null,No,null,219,Cash,21,3.3,4.6,#NAME?
15-07-2024 21:36,21:36:00,CNR1552405092,Success,CID188373,Prime Plus,Bellandur,Rajarajeshwari Nagar,203,45,null,null,Yes,Customer Demand,150,Cash,42,4.9,4.2,#NAME?
04-07-2024 23:14,23:14:00,CNR4730469311,Success,CID854104,Prime Plus,Mysore Road,BTM Layout,182,100,null,null,No,null,307,UPI,7,3.8,4.7,#NAME?
22-07-2024 07:45,07:45:00,CNR9522509218,Canceled by Driver,CID559185,Auto,Kengeri,Chickpet,null,null,null,More than permitted people in there,null,null,395,null,0,null,null,#NAME?
04-07-2024 09:46,09:46:00,CNR7915325251,Canceled by Driver,CID998447,Bike,Indiranagar,Cox Town,null,null,null,Customer was coughing/sick,null,null,616,null,0,null,null,#NAME?
28-07-2024 20:28,20:28:00,CNR2849037513,Success,CID625690,Auto,Sarjapur Road,Hosur Road,91,110,null,null,No,null,307,UPI,10,4.9,4.7,#NAME?
24-07-2024 11:05,11:05:00,CNR9476132016,Driver Not Found,CID298033,Bike,Electronic City,Yelahanka,null,null,null,null,null,null,613,null,0,null,null,#NAME?
16-07-2024 04:43,04:43:00,CNR8667641262,Success,CID299720,Prime Plus,Kadugodi,Rajarajeshwari Nagar,287,55,null,null,No,null,130,UPI,6,3.1,4.3,#NAME?
06-07-2024 18:49,18:49:00,CNR9306335463,Success,CID108636,Prime Plus,Mysore Road,Rajajinagar,35,25,null,null,No,null,1381,UPI,38,4.3,3.8,#NAME?
07-07-2024 13:29,13:29:00,CNR8573786981,Canceled by Customer,CID695892,Prime Sedan,Hulimavu,Rajarajeshwari Nagar,null,null,Driver asked to cancel,null,null,null,271,null,0,null,null,#NAME?
16-07-2024 08:10,08:10:00,CNR3337062546,Success,CID555852,Prime Sedan,Bellandur,Whitefield,105,55,null,null,No,null,140,UPI,17,5,4.9,#NAME?
03-07-2024 08:50,08:50:00,CNR4933900060,Success,CID701299,Mini,Majestic,Tumkur Road,84,140,null,null,No,null,118,UPI,1,4.7,3.7,#NAME?
23-07-2024 12:00,12:00:00,CNR8522076702,Success,CID359960,Prime SUV,Indiranagar,Kammanahalli,210,115,null,null,No,null,416,UPI,48,3.9,4.7,#NAME?
26-07-2024 18:11,18:11:00,CNR3464181109,Canceled by Customer,CID113004,Prime SUV,MG Road,Tumkur Road,null,null,Change of plans,null,null,null,254,null,0,null,null,#NAME?
22-07-2024 03:06,03:06:00,CNR6291681191,Canceled by Driver,CID579136,Prime SUV,Basavanagudi,Majestic,null,null,null,Personal & Car related issue,null,null,1812,null,0,null,null,#NAME?
